FIPS,County or equivalent,State or equivalent
54025,GREENBRIER COUNTY,WEST VIRGINIA
54027,HAMPSHIRE COUNTY,WEST VIRGINIA
54029,HANCOCK COUNTY,WEST VIRGINIA
54031,HARDY COUNTY,WEST VIRGINIA
54033,HARRISON COUNTY,WEST VIRGINIA
54035,JACKSON COUNTY,WEST VIRGINIA
54037,JEFFERSON COUNTY,WEST VIRGINIA
54039,KANAWHA COUNTY,WEST VIRGINIA
54041,LEWIS COUNTY,WEST VIRGINIA
54043,LINCOLN COUNTY,WEST VIRGINIA
54045,LOGAN COUNTY,WEST VIRGINIA
54047,MCDOWELL COUNTY,WEST VIRGINIA
54049,MARION COUNTY,WEST VIRGINIA
54051,MARSHALL COUNTY,WEST VIRGINIA
54053,MASON COUNTY,WEST VIRGINIA
54055,MERCER COUNTY,WEST VIRGINIA
54057,MINERAL COUNTY,WEST VIRGINIA
54059,MINGO COUNTY,WEST VIRGINIA
54061,MONONGALIA COUNTY,WEST VIRGINIA
54063,MONROE COUNTY,WEST VIRGINIA
54065,MORGAN COUNTY,WEST VIRGINIA
54067,NICHOLAS COUNTY,WEST VIRGINIA
54069,OHIO COUNTY,WEST VIRGINIA
54071,PENDLETON COUNTY,WEST VIRGINIA
54073,PLEASANTS COUNTY,WEST VIRGINIA
54075,POCAHONTAS COUNTY,WEST VIRGINIA
54077,PRESTON COUNTY,WEST VIRGINIA
54079,PUTNAM COUNTY,WEST VIRGINIA
54081,RALEIGH COUNTY,WEST VIRGINIA
54083,RANDOLPH COUNTY,WEST VIRGINIA
54085,RITCHIE COUNTY,WEST VIRGINIA
54087,ROANE COUNTY,WEST VIRGINIA
54089,SUMMERS COUNTY,WEST VIRGINIA
54091,TAYLOR COUNTY,WEST VIRGINIA
54093,TUCKER COUNTY,WEST VIRGINIA
54095,TYLER COUNTY,WEST VIRGINIA
54097,UPSHUR COUNTY,WEST VIRGINIA
54099,WAYNE COUNTY,WEST VIRGINIA
54101,WEBSTER COUNTY,WEST VIRGINIA
54103,WETZEL COUNTY,WEST VIRGINIA
54105,WIRT COUNTY,WEST VIRGINIA
54107,WOOD COUNTY,WEST VIRGINIA
54109,WYOMING COUNTY,WEST VIRGINIA
55001,ADAMS COUNTY,WISCONSIN
55003,ASHLAND COUNTY,WISCONSIN
55005,BARRON COUNTY,WISCONSIN
55007,BAYFIELD COUNTY,WISCONSIN
55009,BROWN COUNTY,WISCONSIN
55011,BUFFALO COUNTY,WISCONSIN
55013,BURNETT COUNTY,WISCONSIN
55015,CALUMET COUNTY,WISCONSIN
55017,CHIPPEWA COUNTY,WISCONSIN
55019,CLARK COUNTY,WISCONSIN
55021,COLUMBIA COUNTY,WISCONSIN
55023,CRAWFORD COUNTY,WISCONSIN
55025,DANE COUNTY,WISCONSIN
55027,DODGE COUNTY,WISCONSIN
55029,DOOR COUNTY,WISCONSIN
55031,DOUGLAS COUNTY,WISCONSIN
55033,DUNN COUNTY,WISCONSIN
55035,EAU CLAIRE COUNTY,WISCONSIN
55037,FLORENCE COUNTY,WISCONSIN
55039,FOND DU LAC COUNTY,WISCONSIN
55041,FOREST COUNTY,WISCONSIN
55043,GRANT COUNTY,WISCONSIN
55045,GREEN COUNTY,WISCONSIN
55047,GREEN LAKE COUNTY,WISCONSIN
55049,IOWA COUNTY,WISCONSIN
55051,IRON COUNTY,WISCONSIN
55053,JACKSON COUNTY,WISCONSIN
55055,JEFFERSON COUNTY,WISCONSIN
55057,JUNEAU COUNTY,WISCONSIN
55059,KENOSHA COUNTY,WISCONSIN
55061,KEWAUNEE COUNTY,WISCONSIN
55063,LA CROSSE COUNTY,WISCONSIN
55065,LAFAYETTE COUNTY,WISCONSIN
55067,LANGLADE COUNTY,WISCONSIN
55069,LINCOLN COUNTY,WISCONSIN
55071,MANITOWOC COUNTY,WISCONSIN
55073,MARATHON COUNTY,WISCONSIN
55075,MARINETTE COUNTY,WISCONSIN
55077,MARQUETTE COUNTY,WISCONSIN
55078,MENOMINEE COUNTY,WISCONSIN
55079,MILWAUKEE COUNTY,WISCONSIN
55081,MONROE COUNTY,WISCONSIN
55083,OCONTO COUNTY,WISCONSIN
55085,ONEIDA COUNTY,WISCONSIN
55087,OUTAGAMIE COUNTY,WISCONSIN
55089,OZAUKEE COUNTY,WISCONSIN
55091,PEPIN COUNTY,WISCONSIN
55093,PIERCE COUNTY,WISCONSIN
55095,POLK COUNTY,WISCONSIN
55097,PORTAGE COUNTY,WISCONSIN
55099,PRICE COUNTY,WISCONSIN
55101,RACINE COUNTY,WISCONSIN
55103,RICHLAND COUNTY,WISCONSIN
55105,ROCK COUNTY,WISCONSIN
55107,RUSK COUNTY,WISCONSIN
55109,SAINT CROIX COUNTY,WISCONSIN
55111,SAUK COUNTY,WISCONSIN
55113,SAWYER COUNTY,WISCONSIN
55115,SHAWANO COUNTY,WISCONSIN
55117,SHEBOYGAN COUNTY,WISCONSIN
55119,TAYLOR COUNTY,WISCONSIN
55121,TREMPEALEAU COUNTY,WISCONSIN
55123,VERNON COUNTY,WISCONSIN
55125,VILAS COUNTY,WISCONSIN
55127,WALWORTH COUNTY,WISCONSIN
55129,WASHBURN COUNTY,WISCONSIN
55131,WASHINGTON COUNTY,WISCONSIN
55133,WAUKESHA COUNTY,WISCONSIN
55135,WAUPACA COUNTY,WISCONSIN
55137,WAUSHARA COUNTY,WISCONSIN
55139,WINNEBAGO COUNTY,WISCONSIN
55141,WOOD COUNTY,WISCONSIN
56001,ALBANY COUNTY,WYOMING
56003,BIG HORN COUNTY,WYOMING
56005,CAMPBELL COUNTY,WYOMING
56007,CARBON COUNTY,WYOMING
56009,CONVERSE COUNTY,WYOMING
56011,CROOK COUNTY,WYOMING
56013,FREMONT COUNTY,WYOMING
56015,GOSHEN COUNTY,WYOMING
56017,HOT SPRINGS COUNTY,WYOMING
56019,JOHNSON COUNTY,WYOMING
56021,LARAMIE COUNTY,WYOMING
56023,LINCOLN COUNTY,WYOMING
56025,NATRONA COUNTY,WYOMING
56027,NIOBRARA COUNTY,WYOMING
56029,PARK COUNTY,WYOMING
56031,PLATTE COUNTY,WYOMING
56033,SHERIDAN COUNTY,WYOMING
56035,SUBLETTE COUNTY,WYOMING
56037,SWEETWATER COUNTY,WYOMING
56039,TETON COUNTY,WYOMING
56041,UINTA COUNTY,WYOMING
56043,WASHAKIE COUNTY,WYOMING
56045,WESTON COUNTY,WYOMING
